ts,total,USDC,Cash_Polymarket
2025-11-04T15:51:42Z,41.0000341741,4.15E-7,41
2025-11-04T15:52:15Z,41.0000341741,4.15E-7,41
2025-11-04T15:53:43Z,41.0000341741,4.15E-7,41
2025-11-04T15:56:12Z,41.0000341741,4.15E-7,41
2025-11-04T15:59:33Z,41.0000341741,4.15E-7,41
2025-11-04T16:01:42Z,41.0000341741,4.15E-7,41
2025-11-04T16:02:15Z,41.0000341741,4.15E-7,41
2025-11-04T16:03:43Z,41.0000341741,4.15E-7,41
2025-11-04T16:06:12Z,41.0000341741,4.15E-7,41
2025-11-04T16:09:33Z,41.0000341741,4.15E-7,41
2025-11-04T16:11:43Z,41.0000341741,4.15E-7,41
2025-11-04T16:12:15Z,41.0000341741,4.15E-7,41
2025-11-04T16:13:43Z,41.0000341741,4.15E-7,41
2025-11-04T16:16:12Z,41.0000341741,4.15E-7,41
2025-11-04T16:19:34Z,41.0000341741,4.15E-7,41
2025-11-04T16:21:43Z,41.0000341741,4.15E-7,41
2025-11-04T16:22:16Z,41.0000341741,4.15E-7,41
2025-11-04T16:23:44Z,41.0000341741,4.15E-7,41
2025-11-04T16:26:12Z,41.0000341741,4.15E-7,41
2025-11-04T16:29:34Z,41.0000341741,4.15E-7,41
2025-11-04T16:31:43Z,41.0000341741,4.15E-7,41
2025-11-04T16:32:16Z,41.0000341741,4.15E-7,41
2025-11-04T16:33:44Z,41.0000341741,4.15E-7,41
2025-11-04T16:36:13Z,41.0000341741,4.15E-7,41
2025-11-04T16:39:34Z,41.0000341741,4.15E-7,41
2025-11-04T16:41:43Z,41.0000341741,4.15E-7,41
2025-11-04T16:42:16Z,41.0000341741,4.15E-7,41
2025-11-04T16:43:44Z,41.0000341741,4.15E-7,41
2025-11-04T16:46:13Z,41.0000341741,4.15E-7,41
2025-11-04T16:49:34Z,41.0000341741,4.15E-7,41
2025-11-04T16:51:43Z,41.0000341741,4.15E-7,41
2025-11-04T16:52:16Z,41.0000341741,4.15E-7,41
2025-11-04T16:53:44Z,41.0000341741,4.15E-7,41
2025-11-04T16:56:13Z,41.0000341741,4.15E-7,41
2025-11-04T16:59:34Z,41.0000341741,4.15E-7,41
2025-11-04T17:01:44Z,41.0000341741,4.15E-7,41
2025-11-04T17:02:16Z,41.0000341741,4.15E-7,41
2025-11-04T17:03:44Z,41.0000341741,4.15E-7,41
2025-11-04T17:06:13Z,41.0000341741,4.15E-7,41
2025-11-04T17:09:34Z,41.0000341741,4.15E-7,41
2025-11-04T17:11:44Z,41.0000341741,4.15E-7,41
2025-11-04T17:12:17Z,41.0000341741,4.15E-7,41
2025-11-04T17:13:44Z,41.0000341741,4.15E-7,41
2025-11-04T17:16:13Z,41.0000341741,4.15E-7,41
2025-11-04T17:19:35Z,41.0000341741,4.15E-7,41
2025-11-04T17:21:44Z,41.0000341741,4.15E-7,41
2025-11-04T17:22:17Z,41.0000341741,4.15E-7,41
2025-11-04T17:23:45Z,41.0000341741,4.15E-7,41
2025-11-04T17:26:14Z,41.0000341741,4.15E-7,41
2025-11-04T17:29:35Z,41.0000341741,4.15E-7,41
2025-11-04T17:31:44Z,41.0000341741,4.15E-7,41
2025-11-04T17:32:17Z,41.0000341741,4.15E-7,41
2025-11-04T17:33:45Z,41.0000341741,4.15E-7,41
2025-11-04T17:36:14Z,41.0000341741,4.15E-7,41
2025-11-04T17:39:35Z,41.0000341741,4.15E-7,41
2025-11-04T17:41:45Z,41.0000341741,4.15E-7,41
2025-11-04T17:42:17Z,41.0000341741,4.15E-7,41
2025-11-04T17:43:45Z,41.0000341741,4.15E-7,41
2025-11-04T17:46:14Z,41.0000341741,4.15E-7,41
2025-11-04T17:49:36Z,41.0000341741,4.15E-7,41
2025-11-04T17:51:45Z,41.0000341741,4.15E-7,41
2025-11-04T17:52:18Z,41.0000341741,4.15E-7,41
2025-11-04T17:53:45Z,41.0000341741,4.15E-7,41
2025-11-04T17:56:14Z,41.0000341741,4.15E-7,41
2025-11-04T17:59:36Z,41.0000341741,4.15E-7,41
2025-11-04T18:01:45Z,41.0000341741,4.15E-7,41
2025-11-04T18:02:18Z,41.0000341741,4.15E-7,41
2025-11-04T18:03:46Z,41.0000341741,4.15E-7,41
2025-11-04T18:06:14Z,41.0000341741,4.15E-7,41
2025-11-04T18:09:36Z,41.0000341741,4.15E-7,41
2025-11-04T18:11:45Z,41.0000341741,4.15E-7,41
2025-11-04T18:12:18Z,41.0000341741,4.15E-7,41
2025-11-04T18:13:46Z,41.0000341741,4.15E-7,41
2025-11-04T18:16:14Z,41.0000341741,4.15E-7,41
2025-11-04T18:19:37Z,41.0000341741,4.15E-7,41
2025-11-04T18:21:45Z,41.0000341741,4.15E-7,41
2025-11-04T18:22:18Z,41.0000341741,4.15E-7,41
2025-11-04T18:23:46Z,41.0000341741,4.15E-7,41
2025-11-04T18:26:15Z,41.0000341741,4.15E-7,41
2025-11-04T18:29:37Z,41.0000341741,4.15E-7,41
2025-11-04T18:31:46Z,41.0000341741,4.15E-7,41
2025-11-04T18:32:19Z,41.0000341741,4.15E-7,41
2025-11-04T18:33:46Z,41.0000341741,4.15E-7,41
2025-11-04T18:36:15Z,41.0000341741,4.15E-7,41
2025-11-04T18:39:37Z,41.0000341741,4.15E-7,41
2025-11-04T18:41:46Z,41.0000341741,4.15E-7,41
2025-11-04T18:42:19Z,41.0000341741,4.15E-7,41
2025-11-04T18:43:46Z,41.0000341741,4.15E-7,41
2025-11-04T18:46:15Z,41.0000341741,4.15E-7,41
2025-11-04T18:49:37Z,41.0000341741,4.15E-7,41
2025-11-04T18:51:46Z,41.0000341741,4.15E-7,41
2025-11-04T18:52:19Z,41.0000341741,4.15E-7,41
2025-11-04T18:53:46Z,41.0000341741,4.15E-7,41
2025-11-04T18:56:15Z,41.0000341741,4.15E-7,41
2025-11-04T18:59:38Z,41.0000341741,4.15E-7,41
2025-11-04T19:01:46Z,41.0000341741,4.15E-7,41
2025-11-04T19:02:19Z,41.0000341741,4.15E-7,41
2025-11-04T19:03:47Z,41.0000341741,4.15E-7,41
2025-11-04T19:06:16Z,41.0000341741,4.15E-7,41
2025-11-04T19:09:38Z,41.0000341741,4.15E-7,41
2025-11-04T19:11:46Z,41.0000341741,4.15E-7,41
2025-11-04T19:12:19Z,41.0000341741,4.15E-7,41
2025-11-04T19:13:47Z,41.0000341741,4.15E-7,41
2025-11-04T19:16:16Z,41.0000341741,4.15E-7,41
2025-11-04T19:19:38Z,41.0000341741,4.15E-7,41
2025-11-04T19:21:47Z,41.0000341741,4.15E-7,41
2025-11-04T19:22:20Z,41.0000341741,4.15E-7,41
2025-11-04T19:23:47Z,41.0000341741,4.15E-7,41
2025-11-04T19:26:16Z,41.0000341741,4.15E-7,41
2025-11-04T19:29:38Z,41.0000341741,4.15E-7,41
2025-11-04T19:31:47Z,41.0000341741,4.15E-7,41
2025-11-04T19:32:20Z,41.0000341741,4.15E-7,41
2025-11-04T19:33:47Z,41.0000341741,4.15E-7,41
2025-11-04T19:36:16Z,41.0000341741,4.15E-7,41
2025-11-04T19:39:38Z,41.0000341741,4.15E-7,41
2025-11-04T19:41:47Z,41.0000341741,4.15E-7,41
2025-11-04T19:42:20Z,41.0000341741,4.15E-7,41
2025-11-04T19:43:47Z,41.0000341741,4.15E-7,41
2025-11-04T19:46:17Z,41.0000341741,4.15E-7,41
2025-11-04T19:49:38Z,41.0000341741,4.15E-7,41
2025-11-04T19:51:47Z,41.0000341741,4.15E-7,41
2025-11-04T19:52:20Z,41.0000341741,4.15E-7,41
2025-11-04T19:53:48Z,41.0000341741,4.15E-7,41
2025-11-04T19:56:18Z,41.0000341741,4.15E-7,41
2025-11-04T19:59:39Z,41.0000341741,4.15E-7,41
2025-11-04T20:01:48Z,41.0000341741,4.15E-7,41
2025-11-04T20:02:20Z,41.0000341741,4.15E-7,41
2025-11-04T20:03:48Z,41.0000341741,4.15E-7,41
2025-11-04T20:06:18Z,41.0000341741,4.15E-7,41
2025-11-04T20:09:39Z,41.0000341741,4.15E-7,41
2025-11-04T20:11:48Z,41.0000341741,4.15E-7,41
2025-11-04T20:12:21Z,41.0000341741,4.15E-7,41
2025-11-04T20:13:48Z,41.0000341741,4.15E-7,41
2025-11-04T20:16:18Z,41.0000341741,4.15E-7,41
2025-11-04T20:19:39Z,41.0000341741,4.15E-7,41
2025-11-04T20:21:48Z,41.0000341741,4.15E-7,41
2025-11-04T20:22:21Z,41.0000341741,4.15E-7,41
2025-11-04T20:23:48Z,41.0000341741,4.15E-7,41
2025-11-04T20:26:18Z,41.0000341741,4.15E-7,41
2025-11-04T20:29:39Z,41.0000341741,4.15E-7,41
2025-11-04T20:31:48Z,41.0000341741,4.15E-7,41
2025-11-04T20:32:21Z,41.0000341741,4.15E-7,41
2025-11-04T20:33:49Z,41.0000341741,4.15E-7,41
2025-11-04T20:36:19Z,41.0000341741,4.15E-7,41
2025-11-04T20:39:39Z,41.0000341741,4.15E-7,41
2025-11-04T20:41:48Z,41.0000341741,4.15E-7,41
2025-11-04T20:42:21Z,41.0000341741,4.15E-7,41
2025-11-04T20:43:49Z,41.0000341741,4.15E-7,41
2025-11-04T20:46:19Z,41.0000341741,4.15E-7,41
2025-11-04T20:49:40Z,41.0000341741,4.15E-7,41
2025-11-04T20:51:49Z,41.0000341741,4.15E-7,41
2025-11-04T20:52:21Z,41.0000341741,4.15E-7,41
2025-11-04T20:53:49Z,41.0000341741,4.15E-7,41
2025-11-04T20:56:19Z,41.0000341741,4.15E-7,41
2025-11-04T20:59:40Z,41.0000341741,4.15E-7,41
2025-11-04T21:01:49Z,41.0000341741,4.15E-7,41
2025-11-04T21:02:22Z,41.0000341741,4.15E-7,41
2025-11-04T21:03:49Z,41.0000341741,4.15E-7,41
2025-11-04T21:06:19Z,41.0000341741,4.15E-7,41
2025-11-04T21:09:40Z,41.0000341741,4.15E-7,41
2025-11-04T21:11:49Z,41.0000341741,4.15E-7,41
2025-11-04T21:12:22Z,41.0000341741,4.15E-7,41
2025-11-04T21:13:49Z,41.0000341741,4.15E-7,41
2025-11-04T21:16:19Z,41.0000341741,4.15E-7,41
2025-11-04T21:19:40Z,41.0000341741,4.15E-7,41
2025-11-04T21:21:49Z,41.0000341741,4.15E-7,41
2025-11-04T21:22:22Z,41.0000341741,4.15E-7,41
2025-11-04T21:23:50Z,41.0000341741,4.15E-7,41
2025-11-04T21:26:20Z,41.0000341741,4.15E-7,41
2025-11-04T21:29:41Z,41.0000341741,4.15E-7,41
2025-11-04T21:31:49Z,41.0000341741,4.15E-7,41
2025-11-04T21:32:22Z,41.0000341741,4.15E-7,41
2025-11-04T21:33:50Z,41.0000341741,4.15E-7,41
2025-11-04T21:36:20Z,41.0000341741,4.15E-7,41
2025-11-04T21:39:41Z,41.0000341741,4.15E-7,41
2025-11-04T21:41:50Z,41.0000341741,4.15E-7,41
2025-11-04T21:42:22Z,41.0000341741,4.15E-7,41
2025-11-04T21:43:50Z,41.0000341741,4.15E-7,41
2025-11-04T21:46:20Z,41.0000341741,4.15E-7,41
2025-11-04T21:49:41Z,41.0000341741,4.15E-7,41
2025-11-04T21:51:50Z,41.0000341741,4.15E-7,41
2025-11-04T21:52:23Z,41.0000341741,4.15E-7,41
2025-11-04T21:53:50Z,41.0000341741,4.15E-7,41
2025-11-04T21:56:20Z,41.0000341741,4.15E-7,41
2025-11-04T21:59:42Z,41.0000341741,4.15E-7,41
2025-11-04T22:01:50Z,41.0000341741,4.15E-7,41
2025-11-04T22:02:23Z,41.0000341741,4.15E-7,41
2025-11-04T22:03:51Z,41.0000341741,4.15E-7,41
2025-11-04T22:06:21Z,41.0000341741,4.15E-7,41
2025-11-04T22:09:42Z,41.0000341741,4.15E-7,41
2025-11-04T22:11:50Z,41.0000341741,4.15E-7,41
2025-11-04T22:12:23Z,41.0000341741,4.15E-7,41
2025-11-04T22:13:51Z,41.0000341741,4.15E-7,41
2025-11-04T22:16:21Z,41.0000341741,4.15E-7,41
2025-11-04T22:19:42Z,41.0000341741,4.15E-7,41
2025-11-04T22:21:51Z,41.0000341741,4.15E-7,41
2025-11-04T22:22:24Z,41.0000341741,4.15E-7,41
2025-11-04T22:23:51Z,41.0000341741,4.15E-7,41
2025-11-04T22:26:21Z,41.0000341741,4.15E-7,41
2025-11-04T22:29:42Z,41.0000341741,4.15E-7,41
2025-11-04T22:31:51Z,41.0000341741,4.15E-7,41
2025-11-04T22:32:24Z,41.0000341741,4.15E-7,41
2025-11-04T22:33:52Z,41.0000341741,4.15E-7,41
2025-11-04T22:36:22Z,41.0000341741,4.15E-7,41
2025-11-04T22:39:43Z,41.0000341741,4.15E-7,41
2025-11-04T22:41:51Z,41.0000341741,4.15E-7,41
2025-11-04T22:42:24Z,41.0000341741,4.15E-7,41
2025-11-04T22:43:52Z,41.0000341741,4.15E-7,41
2025-11-04T22:46:22Z,41.0000341741,4.15E-7,41
2025-11-04T22:49:43Z,41.0000341741,4.15E-7,41
2025-11-04T22:51:52Z,41.0000341741,4.15E-7,41
2025-11-04T22:52:24Z,41.0000341741,4.15E-7,41
2025-11-04T22:53:52Z,41.0000341741,4.15E-7,41
2025-11-04T22:56:22Z,41.0000341741,4.15E-7,41
2025-11-04T22:59:43Z,41.0000341741,4.15E-7,41
2025-11-04T23:01:52Z,41.0000341741,4.15E-7,41
2025-11-04T23:02:25Z,41.0000341741,4.15E-7,41
2025-11-04T23:03:53Z,41.0000341741,4.15E-7,41
2025-11-04T23:06:22Z,41.0000341741,4.15E-7,41
2025-11-04T23:09:44Z,41.0000341741,4.15E-7,41
2025-11-04T23:11:52Z,41.0000341741,4.15E-7,41
2025-11-04T23:12:25Z,41.0000341741,4.15E-7,41
2025-11-04T23:13:53Z,41.0000341741,4.15E-7,41
2025-11-04T23:16:23Z,41.0000341741,4.15E-7,41
2025-11-04T23:19:44Z,41.0000341741,4.15E-7,41
2025-11-04T23:21:52Z,41.0000341741,4.15E-7,41
2025-11-04T23:22:25Z,41.0000341741,4.15E-7,41
2025-11-04T23:23:53Z,41.0000341741,4.15E-7,41
2025-11-04T23:26:23Z,41.0000341741,4.15E-7,41
2025-11-04T23:29:44Z,41.0000341741,4.15E-7,41
2025-11-04T23:31:53Z,41.0000341741,4.15E-7,41
2025-11-04T23:32:26Z,41.0000341741,4.15E-7,41
2025-11-04T23:33:53Z,41.0000341741,4.15E-7,41
2025-11-04T23:36:23Z,41.0000341741,4.15E-7,41
2025-11-04T23:39:44Z,41.0000341741,4.15E-7,41
2025-11-04T23:41:53Z,41.0000341741,4.15E-7,41
2025-11-04T23:42:26Z,41.0000341741,4.15E-7,41
2025-11-04T23:43:54Z,41.0000341741,4.15E-7,41
2025-11-04T23:46:23Z,41.0000341741,4.15E-7,41
2025-11-04T23:49:45Z,41.0000341741,4.15E-7,41
2025-11-04T23:51:53Z,41.0000341741,4.15E-7,41
2025-11-04T23:52:26Z,41.0000341741,4.15E-7,41
2025-11-04T23:53:54Z,41.0000341741,4.15E-7,41
2025-11-04T23:56:24Z,41.0000341741,4.15E-7,41
2025-11-04T23:59:45Z,41.0000341741,4.15E-7,41
2025-11-05T00:01:53Z,41.0000341741,4.15E-7,41
2025-11-05T00:02:26Z,41.0000341741,4.15E-7,41
2025-11-05T00:03:54Z,41.0000341741,4.15E-7,41
2025-11-05T00:06:24Z,41.0000341741,4.15E-7,41
2025-11-05T00:09:45Z,41.0000341741,4.15E-7,41
2025-11-05T00:11:54Z,41.0000341741,4.15E-7,41
2025-11-05T00:12:27Z,41.0000341741,4.15E-7,41
2025-11-05T00:13:54Z,41.0000341741,4.15E-7,41
2025-11-05T00:16:24Z,41.0000341741,4.15E-7,41
2025-11-05T00:19:46Z,41.0000341741,4.15E-7,41
2025-11-05T00:21:54Z,41.0000341741,4.15E-7,41
2025-11-05T00:22:27Z,41.0000341741,4.15E-7,41
2025-11-05T00:23:55Z,41.0000341741,4.15E-7,41
2025-11-05T00:26:24Z,41.0000341741,4.15E-7,41
2025-11-05T00:29:46Z,41.0000341741,4.15E-7,41
2025-11-05T00:31:54Z,41.0000341741,4.15E-7,41
2025-11-05T00:32:27Z,41.0000341741,4.15E-7,41
2025-11-05T00:33:55Z,41.0000341741,4.15E-7,41
2025-11-05T00:36:25Z,41.0000341741,4.15E-7,41
2025-11-05T00:39:46Z,41.0000341741,4.15E-7,41
2025-11-05T00:41:54Z,41.0000341741,4.15E-7,41
2025-11-05T00:42:27Z,41.0000341741,4.15E-7,41
2025-11-05T00:43:55Z,41.0000341741,4.15E-7,41
2025-11-05T00:46:25Z,41.0000341741,4.15E-7,41
2025-11-05T00:49:46Z,41.0000341741,4.15E-7,41
2025-11-05T00:51:55Z,41.0000341741,4.15E-7,41
2025-11-05T00:52:27Z,41.0000341741,4.15E-7,41
2025-11-05T00:53:55Z,41.0000341741,4.15E-7,41
2025-11-05T00:56:25Z,41.0000341741,4.15E-7,41
2025-11-05T00:59:47Z,41.0000341741,4.15E-7,41
2025-11-05T01:01:55Z,41.0000341741,4.15E-7,41
2025-11-05T01:02:28Z,41.0000341741,4.15E-7,41
2025-11-05T01:03:55Z,41.0000341741,4.15E-7,41
2025-11-05T01:06:25Z,41.0000341741,4.15E-7,41
2025-11-05T01:09:47Z,41.0000341741,4.15E-7,41
2025-11-05T01:11:55Z,41.0000341741,4.15E-7,41
2025-11-05T01:12:28Z,41.0000341741,4.15E-7,41
2025-11-05T01:13:56Z,41.0000341741,4.15E-7,41
2025-11-05T01:16:25Z,41.0000341741,4.15E-7,41
2025-11-05T01:19:47Z,41.0000341741,4.15E-7,41
2025-11-05T01:21:55Z,41.0000341741,4.15E-7,41
2025-11-05T01:22:28Z,41.0000341741,4.15E-7,41
2025-11-05T01:23:56Z,41.0000341741,4.15E-7,41
2025-11-05T01:26:26Z,41.0000341741,4.15E-7,41
2025-11-05T01:29:47Z,41.0000341741,4.15E-7,41
2025-11-05T01:31:55Z,41.0000341741,4.15E-7,41
2025-11-05T01:32:28Z,41.0000341741,4.15E-7,41
2025-11-05T01:33:56Z,41.0000341741,4.15E-7,41
2025-11-05T01:36:26Z,41.0000341741,4.15E-7,41
2025-11-05T01:39:48Z,41.0000341741,4.15E-7,41
2025-11-05T01:41:55Z,41.0000341741,4.15E-7,41
2025-11-05T01:42:28Z,41.0000341741,4.15E-7,41
2025-11-05T01:43:56Z,41.0000341741,4.15E-7,41
2025-11-05T01:46:26Z,41.0000341741,4.15E-7,41
2025-11-05T01:49:48Z,41.0000341741,4.15E-7,41
2025-11-05T01:51:56Z,41.0000341741,4.15E-7,41
2025-11-05T01:52:29Z,41.0000341741,4.15E-7,41
2025-11-05T01:53:57Z,41.0000341741,4.15E-7,41
2025-11-05T01:56:26Z,41.0000341741,4.15E-7,41
2025-11-05T01:59:48Z,41.0000341741,4.15E-7,41
2025-11-05T02:01:56Z,41.0000341741,4.15E-7,41
2025-11-05T02:02:29Z,41.0000341741,4.15E-7,41
2025-11-05T02:03:57Z,41.0000341741,4.15E-7,41
2025-11-05T02:06:27Z,41.0000341741,4.15E-7,41
2025-11-05T02:09:48Z,41.0000341741,4.15E-7,41
2025-11-05T02:11:56Z,41.0000341741,4.15E-7,41
2025-11-05T02:12:30Z,41.0000341741,4.15E-7,41
2025-11-05T02:13:57Z,41.0000341741,4.15E-7,41
2025-11-05T02:16:27Z,41.0000341741,4.15E-7,41
2025-11-05T02:19:48Z,41.0000341741,4.15E-7,41
2025-11-05T02:21:56Z,41.0000341741,4.15E-7,41
2025-11-05T02:22:30Z,41.0000341741,4.15E-7,41
2025-11-05T02:23:57Z,41.0000341741,4.15E-7,41
2025-11-05T02:26:27Z,41.0000341741,4.15E-7,41
2025-11-05T02:29:48Z,41.0000341741,4.15E-7,41
